Internal EAN/GTIN,External EAN/GTIN,Internal Product Name,Internal Brand,Internal Category,External Product Name,External Brand,External Category,Internal Price,External Price,Scenario Match (EAN or fallback),Score,Confidence,Tier,Match Reasons,Name Score,Brand Score,Category Score,Price Score,Price Difference %
8420421082478,EAN-NO-DISPONIBLE,Parasol de Coche Jané Sock,JANE,Moombs,Parasol para Coche Jane,Jane,Accesorios coche,15.95,99.9,FALLBACK_ALGORITHM,0.42,41.6,low,✓ Ready for sequential cascade matching; name_sem:0.37; brand:exact; category:cross-dept; sale_relax; price:diff-145%; cross_dept,37.2,100,0,20,144.9
8420421082478,EAN-NO-DISPONIBLE,Parasol de Coche Jané Sock,JANE,Moombs,Jane Espejo para Silla de Coche con Funda para Ipad,Jane,Accesorios coche,15.95,0,FALLBACK_ALGORITHM,0.4,40.2,low,✓ Ready for sequential cascade matching; name_sem:0.19; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,19.5,100,0,70,0
8420421082478,EAN-NO-DISPONIBLE,Parasol de Coche Jané Sock,JANE,Moombs,Portavasos Jane para Silla de Coche,JANE,Comer,15.95,59.95,FALLBACK_ALGORITHM,0.35,35.2,low,✓ Ready for sequential cascade matching; name_sem:0.24; brand:exact; category:cross-dept; sale_relax; price:diff-116%; cross_dept,24.4,100,0,20,115.9
8420421082478,EAN-NO-DISPONIBLE,Parasol de Coche Jané Sock,JANE,Moombs,Adaptador WC Jane Soft Toilet,Jane,Comer,15.95,14.9,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-7%; cross_dept,0,100,0,100,6.8
8420421082478,8421078556,Parasol de Coche Jané Sock,JANE,Moombs,Bolso Trona Avant de JANE,JANE,Comer,15.95,14.93,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-7%; cross_dept,0,100,0,100,6.6
8420421082478,,Parasol de Coche Jané Sock,JANE,Moombs,Colchoneta Universal Reversible R39 Heroes de JANE,JANE,Pasear,15.95,15.48,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-3%; cross_dept,0,100,0,100,3
8420421082478,1384204210714,Parasol de Coche Jané Sock,JANE,Moombs,Jane Termo para Alimentos,Jane,Comer,15.95,19.95,FALLBACK_ALGORITHM,0.31,30.7,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-22%; cross_dept,0,100,0,71,22.3
8420421082478,EAN-NO-DISPONIBLE,Parasol de Coche Jané Sock,JANE,Moombs,Colchoneta Reversible Jane,JANE,Dormir,15.95,19.95,FALLBACK_ALGORITHM,0.31,30.7,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-22%; cross_dept,0,100,0,71,22.3
8717447626237,1387174471285,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Ventilada Bugaboo Donkey,Bugaboo,Pasear,99.95,99.95,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.45; brand:exact; category:cross-dept; sale_relax; price:within-0%; cross_dept; cross_dept_cap_55,45.2,100,0,100,0
8717447626237,1387174471265,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Bugaboo Fox 2 y Camaleon,BUGABOO,Pasear,99.95,89.95,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.49; brand:exact; category:cross-dept; sale_relax; price:within-11%; cross_dept; cross_dept_cap_55,49.3,100,0,100,10.5
8717447626237,EAN-NO-DISPONIBLE,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Ventilada Bugaboo Dragonfly,Bugaboo,Pasear,99.95,99.95,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.44; brand:exact; category:cross-dept; sale_relax; price:within-0%; cross_dept; cross_dept_cap_55,44.3,100,0,100,0
8717447626237,1387174471437,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Bugaboo Fox 3,Bugaboo,Pasear,99.95,99.95,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.42; brand:exact; category:cross-dept; sale_relax; price:within-0%; cross_dept; cross_dept_cap_55,41.7,100,0,100,0
8717447626237,1387174473606,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Bugaboo Fox 5,Bugaboo,Pasear,99.95,99.95,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.54; brand:exact; category:cross-dept; sale_relax; price:within-0%; cross_dept; cross_dept_cap_55,53.8,100,0,100,0
8717447626237,1387174475563,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Bugaboo Fox 5 Renew,Bugaboo,Pasear,99.95,99.95,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.49; brand:exact; category:cross-dept; sale_relax; price:within-0%; cross_dept; cross_dept_cap_55,48.8,100,0,100,0
8717447626237,EAN-NO-DISPONIBLE,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Ventilada Bugaboo Fox y Bugaboo Cameleon Taupe,Bugaboo,Pasear,99.95,24.95,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.74; brand:exact; category:cross-dept; sale_relax; price:diff-120%; cross_dept; cross_dept_cap_55,73.5,100,0,20,120.1
8717447626237,1387174473731,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Ventilada Bugaboo Fox 5 Renew,Bugaboo,Pasear,99.95,12.9,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.65; brand:exact; category:cross-dept; sale_relax; price:diff-154%; cross_dept; cross_dept_cap_55,64.9,100,0,20,154.3
8717447626237,1387174476262,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Ventilada Bugaboo Fox 5 y Cameleon,Bugaboo,Accesorios para cochecitos,99.95,1749,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:1.00; brand:exact; category:cross-dept; sale_relax; price:diff-178%; cross_dept; cross_dept_cap_55,100,100,0,20,178.4
8717447626237,1387174471057,Capota Ventilada Bugaboo Fox 5 y Cameleon,BUGABOO,Moombs,Capota Ventilada Bugaboo Fox y Cameleon 2022,Bugaboo,Accesorios para cochecitos,99.95,48,FALLBACK_ALGORITHM,0.55,55,low,✓ Ready for sequential cascade matching; name_sem:0.82; brand:exact; category:cross-dept; sale_relax; price:diff-70%; cross_dept; cross_dept_cap_55,81.8,100,0,20,70.2
8420421091470,EAN-NO-DISPONIBLE,JN STROLLER HOOKS 2U.BLACK,JANE,All,Portavasos para silla de Jane,Jane,Pasear,6.57,7.95,FALLBACK_ALGORITHM,0.33,32.6,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-19%; cross_dept,0,100,0,84,19
8420421091470,EAN-NO-DISPONIBLE,JN STROLLER HOOKS 2U.BLACK,JANE,All,Jane Espejo para Silla de Coche con Funda para Ipad,Jane,Accesorios coche,6.57,0,FALLBACK_ALGORITHM,0.31,30.5,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,0,100,0,70,0
8420421091715,EAN-NO-DISPONIBLE,JN MAGNET MITTENSSESAME,JANE,All,Mosquitera para Cuna de Viaje Jane,Jane,Dormir,27.23,23.65,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-14%; cross_dept,0,100,0,100,14.1
8420421091715,EAN-NO-DISPONIBLE,JN MAGNET MITTENSSESAME,JANE,All,Cojin Ergonómico Antiahogo 2 etapas cuna/capazo de JANE,JANE,Dormir,27.23,29.9,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-9%; cross_dept,0,100,0,100,9.3
8420421091715,EAN-NO-DISPONIBLE,JN MAGNET MITTENSSESAME,JANE,All,Orinal para Bebé Jane First Potty,Jane,Comer,27.23,29.99,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-10%; cross_dept,0,100,0,100,9.6
8420421091715,EAN-NO-DISPONIBLE,JN MAGNET MITTENSSESAME,JANE,All,Mosquitera para Cuna Jane,Jane,Dormir,27.23,29.95,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-10%; cross_dept,0,100,0,100,9.5
8420421091715,1384204210686,JN MAGNET MITTENSSESAME,JANE,All,Cambiador de Viaje Jane Pocket Bag,Jane,Comer,27.23,33.95,FALLBACK_ALGORITHM,0.31,30.8,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-22%; cross_dept,0,100,0,72,22
8420421091715,EAN-NO-DISPONIBLE,JN MAGNET MITTENSSESAME,JANE,All,Jane Espejo para Silla de Coche con Funda para Ipad,Jane,Accesorios coche,27.23,0,FALLBACK_ALGORITHM,0.31,30.5,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,0,100,0,70,0
8420421071274,EAN-NO-DISPONIBLE,JN SCISSORSPALE,JANE,All,Jane Espejo para Silla de Coche con Funda para Ipad,Jane,Accesorios coche,4.09,0,FALLBACK_ALGORITHM,0.31,30.5,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,0,100,0,70,0
8420421006818,EAN-NO-DISPONIBLE,JN MITTENSBLACK,JANE,All,Mosquitera para Cuna de Viaje Jane,Jane,Dormir,23.1,23.65,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-2%; cross_dept,0,100,0,100,2.4
8420421006818,1384204210714,JN MITTENSBLACK,JANE,All,Jane Termo para Alimentos,Jane,Comer,23.1,19.95,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-15%; cross_dept,0,100,0,100,14.6
8420421006818,EAN-NO-DISPONIBLE,JN MITTENSBLACK,JANE,All,Colchoneta Reversible Jane,JANE,Dormir,23.1,19.95,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-15%; cross_dept,0,100,0,100,14.6
8420421006818,EAN-NO-DISPONIBLE,JN MITTENSBLACK,JANE,All,Espejo de Coche Jane Led Mirror,Jane,Accesorios Coche,23.1,19,FALLBACK_ALGORITHM,0.32,32.3,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-19%; cross_dept,0,100,0,82,19.5
8420421006818,EAN-NO-DISPONIBLE,JN MITTENSBLACK,JANE,All,Jane Espejo para Silla de Coche con Funda para Ipad,Jane,Accesorios coche,23.1,0,FALLBACK_ALGORITHM,0.31,30.5,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,0,100,0,70,0
8420421006818,8421006818,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Manoplas para Sillas de Paseo de Jane,Jané,Pasear,27.95,179.95,FALLBACK_ALGORITHM,0.53,53,low,✓ Ready for sequential cascade matching; name_sem:1.00; brand:conflict; category:cross-dept; sale_relax; price:diff-146%; brand_conflict; cross_dept,100,0,0,20,146.2
8420421006818,EAN-NO-DISPONIBLE,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Mosquitera para Cuna de Viaje Jane,Jane,Dormir,27.95,23.65,FALLBACK_ALGORITHM,0.49,48.7,low,✓ Ready for sequential cascade matching; name_sem:0.30; brand:exact; category:cross-dept; sale_relax; price:within-17%; cross_dept,29.5,100,0,93,16.7
8420421006818,EAN-NO-DISPONIBLE,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Mosquitera para Cuna Jane,Jane,Dormir,27.95,29.95,FALLBACK_ALGORITHM,0.46,45.8,low,✓ Ready for sequential cascade matching; name_sem:0.22; brand:exact; category:cross-dept; sale_relax; price:within-7%; cross_dept,21.7,100,0,100,6.9
8420421006818,EAN-NO-DISPONIBLE,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Jane Espejo para Silla de Coche con Funda para Ipad,Jane,Accesorios coche,27.95,0,FALLBACK_ALGORITHM,0.45,44.8,low,✓ Ready for sequential cascade matching; name_sem:0.29; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,28.6,100,0,70,0
8420421006818,EAN-NO-DISPONIBLE,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Cojin Ergonómico Antiahogo 2 etapas cuna/capazo de JANE,JANE,Dormir,27.95,29.9,FALLBACK_ALGORITHM,0.44,43.9,low,✓ Ready for sequential cascade matching; name_sem:0.18; brand:exact; category:cross-dept; sale_relax; price:within-7%; cross_dept,17.8,100,0,100,6.7
8420421006818,EAN-NO-DISPONIBLE,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Orinal para Bebé Jane First Potty,Jane,Comer,27.95,29.99,FALLBACK_ALGORITHM,0.44,43.6,low,✓ Ready for sequential cascade matching; name_sem:0.17; brand:exact; category:cross-dept; sale_relax; price:within-7%; cross_dept,17.3,100,0,100,7
8420421006818,1384204210934,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Silla de Paseo Jane Wing,Jane,Pasear,27.95,49.9,FALLBACK_ALGORITHM,0.42,42.4,low,✓ Ready for sequential cascade matching; name_sem:0.39; brand:exact; category:cross-dept; sale_relax; price:diff-56%; cross_dept,38.8,100,0,20,56.4
8420421006818,1384204210686,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Cambiador de Viaje Jane Pocket Bag,Jane,Comer,27.95,33.95,FALLBACK_ALGORITHM,0.42,42.2,low,✓ Ready for sequential cascade matching; name_sem:0.20; brand:exact; category:cross-dept; sale_relax; price:within-19%; cross_dept,19.7,100,0,82,19.4
8420421006818,EAN-NO-DISPONIBLE,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Portavasos para silla de Jane,Jane,Pasear,27.95,7.95,FALLBACK_ALGORITHM,0.42,41.9,low,✓ Ready for sequential cascade matching; name_sem:0.38; brand:exact; category:cross-dept; sale_relax; price:diff-111%; cross_dept,37.9,100,0,20,111.4
8420421006818,EAN-NO-DISPONIBLE,Manoplas para Sillas de Paseo de Jane,JANE,Moombs,Portavasos Jane para Silla de Coche,JANE,Comer,27.95,59.95,FALLBACK_ALGORITHM,0.39,38.9,low,✓ Ready for sequential cascade matching; name_sem:0.32; brand:exact; category:cross-dept; sale_relax; price:diff-73%; cross_dept,31.8,100,0,20,72.8
8717447034131,,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Bugaboo Donkey gemelar Adaptador para sillas de coche Maxi-Cosi,Bugaboo,Comer,53.68,41.8,FALLBACK_ALGORITHM,0.51,50.6,low,✓ Ready for sequential cascade matching; name_sem:0.43; brand:exact; category:cross-dept; sale_relax; price:within-25%; cross_dept,43.2,100,0,60,24.9
8717447034131,,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Bugaboo Donkey Mono Adaptador para sillas de coche Maxi-Cosi®,Bugaboo,Comer,53.68,529,FALLBACK_ALGORITHM,0.49,49.3,low,✓ Ready for sequential cascade matching; name_sem:0.53; brand:exact; category:cross-dept; sale_relax; price:diff-163%; cross_dept,52.6,100,0,20,163.1
8717447034131,EAN-NO-DISPONIBLE,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Adaptadores para Silla de Coche Bugaboo Dragonfly,BUGABOO,Pasear,53.68,54.5,FALLBACK_ALGORITHM,0.49,49,low,✓ Ready for sequential cascade matching; name_sem:0.28; brand:exact; category:cross-dept; sale_relax; price:within-2%; cross_dept,27.9,100,0,100,1.5
8717447034131,EAN-NO-DISPONIBLE,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Bugaboo Donkey 3 Cestilla de compras inferior,Bugaboo,Pasear,53.68,50,FALLBACK_ALGORITHM,0.48,48.5,low,✓ Ready for sequential cascade matching; name_sem:0.27; brand:exact; category:cross-dept; sale_relax; price:within-7%; cross_dept,26.9,100,0,100,7.1
8717447034131,EAN-NO-DISPONIBLE,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Bugaboo Donkey 2 Track Collection Mono,Bugaboo,Pasear,53.68,45.95,FALLBACK_ALGORITHM,0.48,48.3,low,✓ Ready for sequential cascade matching; name_sem:0.27; brand:exact; category:cross-dept; sale_relax; price:within-16%; cross_dept,27.1,100,0,98,15.5
8717447034131,1387174471944,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Bugaboo Funda de silla para Donkey,Bugaboo,Pasear,53.68,61,FALLBACK_ALGORITHM,0.48,48.2,low,✓ Ready for sequential cascade matching; name_sem:0.26; brand:exact; category:cross-dept; sale_relax; price:within-13%; cross_dept,26.3,100,0,100,12.8
8717447034131,EAN-NO-DISPONIBLE,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Juego de varillas capota Bugaboo Donkey,Bugaboo,Recambios,53.68,47.95,FALLBACK_ALGORITHM,0.47,47.2,low,✓ Ready for sequential cascade matching; name_sem:0.24; brand:exact; category:cross-dept; sale_relax; price:within-11%; cross_dept,24.3,100,0,100,11.3
8717447034131,8717447598251,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Coche Bugaboo Donkey 5 Mono completo,Bugaboo,Pasear,53.68,0,FALLBACK_ALGORITHM,0.47,47.1,low,✓ Ready for sequential cascade matching; name_sem:0.33; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,33.1,100,0,70,0
8717447034131,EAN-NO-DISPONIBLE,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Bugaboo adaptador para Fox y Buffalo a Britax Römer,Bugaboo,Comer,53.68,52,FALLBACK_ALGORITHM,0.47,46.8,low,✓ Ready for sequential cascade matching; name_sem:0.24; brand:exact; category:cross-dept; sale_relax; price:within-3%; cross_dept,23.5,100,0,100,3.2
8717447034131,EAN-NO-DISPONIBLE,BGB BUGABOO DONKEY ADAPTADOR SILLAS DE COCHE BRITAX-ROMER® MONO,BUGABOO,All,Adaptador maxicosi para Camaleon de Bugaboo,Bugaboo,Comer,53.68,54.95,FALLBACK_ALGORITHM,0.47,46.5,low,✓ Ready for sequential cascade matching; name_sem:0.23; brand:exact; category:cross-dept; sale_relax; price:within-2%; cross_dept,23,100,0,100,2.3
8431830197295,8431830197011,MC CO-1966 MARTHA ROBLE,Micuna,All,Cuna con opción colecho (120 x 60 cm) Micuna Martha,Micuna,Dormir,439.67,0,FALLBACK_ALGORITHM,0.36,36.1,low,✓ Ready for sequential cascade matching; name_sem:0.11; brand:exact; category:cross-dept; price_missing->neutral70; cross_dept,11.1,100,0,70,0
8431830197295,361218,MC CO-1966 MARTHA ROBLE,Micuna,All,micuna swing cuna,MiCuna,Dormir,439.67,475,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-8%; cross_dept,0,100,0,100,7.7
8431830197295,1384318301955,MC CO-1966 MARTHA ROBLE,Micuna,All,Minicuna de Colecho Micuna Lulú,Micuna,Dormir,439.67,482,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-9%; cross_dept,0,100,0,100,9.2
8431830197295,,MC CO-1966 MARTHA ROBLE,Micuna,All,Cuna Micuna Nature,Micuna,Dormir,439.67,389,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-12%; cross_dept,0,100,0,100,12.2
8431830197295,EAN-NO-DISPONIBLE,MC CO-1966 MARTHA ROBLE,Micuna,All,Cómoda Micuna para Bebé,Micuna,Dormir,439.67,419,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-5%; cross_dept,0,100,0,100,4.8
8431830197295,1384318302006,MC CO-1966 MARTHA ROBLE,Micuna,All,Minicuna Micuna Converbaby,Micuna,Dormir,439.67,479.95,FALLBACK_ALGORITHM,0.35,35,low,✓ Ready for sequential cascade matching; name_sem:0.00; brand:exact; category:cross-dept; sale_relax; price:within-9%; cross_dept,0,100,0,100,8.8
